13,2.9713
7,1.682
15,2.8447
6,2.0192
5,1.195
15,3.8842
16,3.6704
9,1.9045
7,1.3245
20,4.1105
23,4.9351
10,1.026
25,3.935
29,4.1212
23,4.1621
24,3.8439
1,1.3119
23,4.2819
25,4.2492
27,4.3721
2,1.5839
15,3.9538
15,3.0168
24,4.9669
18,3.28
16,3.5247
30,4.1177
25,4.5203
25,4.4483
28,4.6957
20,4.5454
16,3.4706
7,2.7011
30,4.7088
29,4.7206
7,2.0849
25,3.8579
6,2.2234
27,4.5781
26,4.8552
5,2.0492
2,1.6003
16,3.5584
6,3.2351
16,3.6029
17,2.949
23,4.2436
5,1.7599
19,4.7743
21,4.2334
1,1.6252
25,4.3077
4,2.5395
7,2.3155
19,3.6528
26,4.6818
14,3.0713
4,1.3773
16,3.0032
13,2.1772
21,4.0244
26,4.839
26,3.9307
11,1.7866
24,4.3768
20,3.5417
30,4.6065
8,1.7001
30,4.5121
18,3.7888
5,2.1157
12,2.1217
17,2.9453
4,1.128
26,4.973
2,1.6998
19,4.2647
27,4.6968
1,1.07
5,2.33
25,4.516
27,4.8047
14,2.5532
13,2.8992
11,2.1551
8,2.1886
13,3.3755
10,1.4325
4,1.4154
26,4.6852
12,1.9644
27,4.8337
12,3.5398
30,4.7284
10,2.0444
11,2.2737
24,4.4254
24,3.687
23,4.2861
24,3.8914
22,4.8633
8,1.42
11,2.9301
28,4.7169
24,4.3967
1,1.5508
9,3.0257
4,2.2399
3,1.3796
4,1.4607
15,3.4841
18,3.4784
9,1.8067
19,4.413
20,4.1122
24,4.495
18,3.9236
13,2.2908
10,2.1227
27,4.6278
18,2.92
15,2.8226
12,1.7781
27,4.5186
21,4.1677
24,4.8082
15,3.1914
24,4.6718
21,4.4285
26,4.573
5,1.6498
15,2.636
21,3.9738
18,3.8534
7,1.0861
20,3.9188
19,4.2546
6,2.5715
9,1.966
10,2.6708
22,4.1521
28,4.6671
11,2.8005
15,4.3293
7,1.9133
17,3.9912
26,4.3907
12,2.0665
26,4.7956
27,4.2915
24,4.1244
6,1.8494
27,4.5884
16,3.4948
23,4.4243
22,3.982
20,3.7702
7,1.7322
18,3.4739
25,4.1576
30,4.8269
10,2.4028
22,4.5995
30,4.8752
11,2.8335
12,2.714
22,4.4557
13,3.0374
15,2.9229
19,4.0462
20,3.7444
17,4.2971
18,3.8638
6,1.0771
9,1.6212
13,1.8867
17,3.9968
20,4.1131
4,1.4156
7,1.8337
20,4.4601
6,1.3212
5,1.7564
4,1.2228
30,4.7315
6,1.9162
20,4.2332
17,3.6659
7,1.2762
22,3.9599
2,1.6187
12,2.9514
20,3.3736
3,2.1996
29,4.7952
9,3.2735
21,4.7365
14,2.0296
6,2.3039
9,2.0866
28,4.7548
3,1.433
13,3.7499
13,3.3709
14,3.6373
18,3.5954
13,1.9852
20,3.8329
16,3.5643
27,4.573
26,4.8194
21,4.062
24,4.7852
10,2.3383
11,2.2108
28,4.4779
2,1.1599
15,3.0135
11,2.2432
17,3.6944
9,1.7943
7,1.7708
3,1.3588
22,3.9562
22,4.7382
24,4.2762
6,3.2489
7,2.859
6,2.3464
7,1.3509
30,4.7082
22,3.3352
4,2.0502
19,3.8081
2,1.154
22,4.7522
8,2.8329
25,4.7721
1,1.6906
21,4.067
1,1.2485
12,2.1932
27,4.6574
22,4.1839
23,4.3605
30,4.7721
24,4.4696
8,1.4435
1,1.5479
20,4.1211
12,1.9758
8,2.1783
19,3.548
21,3.8418
8,2.067
28,4.668
10,1.6976
12,1.692
25,4.7503
21,4.2037
21,3.1707
12,1.7737
5,1.7289
8,1.3134
14,2.8514
27,4.8162
7,1.5803
13,2.8435
30,4.8489
23,3.8563
19,2.8704
22,4.0916
29,4.7344
22,4.8075
25,4.1627
3,1.5201
27,4.5095
9,2.4661
15,3.8379
2,1.5482
13,3.9928
9,2.1618
29,4.758
29,4.6389
22,4.8114
23,2.9935
7,2.1992
11,1.0644
5,1.7788
17,3.9048
1,1.3468
19,4.0883
23,4.1882
30,4.7804
12,2.103
10,2.1939
16,3.4029
17,3.575
21,4.2102
13,3.4042
13,2.223
7,1.851
19,3.5319
9,2.6435
17,3.3662
10,1.2429
27,4.0232
21,4.4091
7,1.7217
29,4.5981
11,1.17
30,4.8386
1,1.6473
21,4.8247
10,1.9436
29,4.8026
1,1.4609
14,2.7159
28,4.479
20,3.4723
26,4.6807
10,2.0126
3,1.1946
9,1.2571
9,2.0455
16,2.2525
12,2.5951
11,2.1013
3,1.1956
5,1.1074
9,1.847
15,2.5831
23,4.1321
16,3.049
5,1.1624
25,4.7083
6,1.5351
29,4.7264
18,3.454
20,4.4513
22,4.3092
14,3.1956
23,4.3825
18,3.9124
24,4.714
4,1.7836
24,4.7521
20,4.4688
23,3.0398
30,3.997
28,4.5559
4,1.2346
2,1.5936
29,4.6776
23,4.7089
3,1.3709
8,1.4889
26,4.7405
15,3.2195
2,1.2012
25,4.0446
1,1.6759
7,2.1772
11,2.5304
9,3.2349
10,1.7954
18,3.9992
10,1.6939
8,1.7155
17,2.9987
25,4.4087
12,2.9274
19,3.5401
14,3.4072
25,4.879
1,1.1901
12,2.4385
11,2.6093
12,3.0939
29,4.6513
18,2.4272
12,2.2774
18,3.757
9,2.2492
5,1.787
16,3.7433
16,3.4192
20,4.3957
2,1.8788
10,2.5587
13,2.1598
14,3.7093
27,4.4776
15,3.6989
18,3.8097
5,1.9276
25,3.8265
9,1.2096
5,1.4428
2,1.2728
8,2.0018
18,3.8214
19,3.499
19,3.9511
15,3.1704
9,2.4754
6,1.9386
25,4.5107
11,1.5037
20,4.7674
7,2.2243
16,2.7279
26,4.8494
29,4.4202
23,4.2903
2,1.5886
2,1.3347
27,4.7673
12,2.9057
5,2.1271
1,1.3737
7,1.8144
1,1.4844
8,1.4047
20,4.3851
22,4.0276
6,1.1904
19,3.1182
5,1.584
30,4.7936
26,4.3253
26,4.3736
5,1.2286
30,4.5616
9,2.9016
2,1.2911
19,3.7821
9,1.9395
24,4.6175
19,3.6134
17,3.9292
1,1.3127
7,1.819
20,3.8158
5,1.4812
11,2.0484
11,2.2368
26,4.6869
13,2.9394
22,4.0265
26,4.239
29,4.7073
23,4.7717
8,2.2311
11,2.9071
30,4.5753
7,1.6873
22,4.3753
20,4.2842
9,2.5302
4,1.6722
16,3.3209
26,4.4324
5,2.0406
19,3.8635
27,4.5615
17,2.8725
22,4.8819
22,4.5969
14,2.8295
28,4.7642
16,2.7869
8,1.7135
14,3.07
2,1.5825
23,4.6988
24,4.366
19,3.061
3,1.0969
10,2.9116
4,2.1043
18,3.9333
24,4.7534
4,1.4051
3,1.6263
25,4.7349
14,2.9395
1,1.6075
26,4.5803
12,1.7078
17,3.5536
4,1.3074
20,3.9114
20,3.9073
20,3.5793
1,1.1584
27,4.0199
30,4.5083
4,2.2645
12,1.479
26,4.7534
13,1.8319
28,4.6431
27,4.4958
7,1.1975
18,3.9525
15,3.7165
9,1.9239
22,4.347
22,4.529
12,2.0093
3,2.038
25,3.8781
6,1.1637
2,1.2081
12,2.073
23,4.6407
22,3.5606
8,1.9945
13,3.7227
4,1.519
7,1.4937
21,4.2901
27,4.7358
7,2.1117
27,4.8692
27,4.8801
28,4.7765
21,4.0109
21,3.9416
29,4.65
5,1.8967
24,3.8585
25,4.4329
9,1.2679
11,2.5436
2,1.6574
15,2.8045
15,2.2159
14,3.0589
9,1.2215
4,1.1107
14,3.0965
3,1.5545
22,4.7947
21,4.485
18,3.9782
26,3.8719
10,2.3941
1,1.2714
26,4.1349
10,2.3642
27,4.534
10,2.9666
20,4.2466
2,1.6915
23,3.5556
15,3.2021
17,3.8685
18,3.0263
16,3.6601
15,3.3714
8,3.0674
18,3.0343
19,3.9412
3,2.0484
3,1.5752
15,3.7106
1,2.7986
15,3.0133
4,1.6763
9,2.1736
11,2.1344
11,3.0311
13,2.2642
17,3.5098
25,3.7562
4,1.6752
27,4.8043
23,3.8869
14,2.9578
21,4.84
19,3.8359
30,4.6769
13,2.3678
29,4.125
4,1.5991
15,3.4452
5,1.1829
19,3.5182
6,1.1922
15,4.0868
2,1.3399
19,2.3405
5,1.3394
18,3.3222
28,4.739
23,4.4319
6,2.5032
9,2.6618
13,1.9995
14,2.8636
27,4.8325
10,1.7987
15,3.5825
16,3.4531
2,1.2151
30,4.7568
7,1.8717
11,2.3463
10,2.0659
18,3.6166
1,3.1186
22,3.3414
17,3.7485
25,4.0178
6,1.6721
30,4.9443
16,3.0433
8,1.0972
14,4.1083
2,1.3334
8,1.5235
28,4.8505
14,2.2562
14,2.9607
12,1.9363
19,3.6848
18,3.8774
18,3.7598
